TimeStamp,fase,mode,right_torque,left_torque,x,y,th,xLC,y_LC,th_LC
0.041799,0,2,1.884558,-0.831182,0.000105,-0.000000,-0.0001470.000105,0.000001,0.013915
0.081919,0,2,0.640913,0.727771,0.000675,-0.000000,-0.0004360.001004,0.000014,0.013136
0.131802,0,2,-0.487607,1.162726,0.003162,-0.000005,-0.0029720.003508,0.000043,0.011243
0.181787,0,2,-1.185645,4.295401,0.007471,-0.000014,-0.0013800.008597,0.000106,0.013142
0.226799,0,2,-3.238957,8.442296,0.013492,-0.000014,0.0014220.014721,0.000195,0.015402
0.276797,0,2,-6.921220,12.231670,0.020498,-0.000007,-0.0000140.021231,0.000292,0.013712
0.321798,0,2,-10.914175,16.423936,0.025972,-0.000012,-0.0024600.028624,0.000383,0.010106
0.366796,0,2,-11.113531,14.972347,0.036152,-0.000067,-0.0097850.038533,0.000450,0.002381
0.421800,0,2,-10.225798,15.306364,0.049958,-0.000267,-0.0200280.052760,0.000417,-0.008251
0.476792,0,2,-7.800359,12.307782,0.065634,-0.000667,-0.0319740.069160,0.000191,-0.020385
0.516794,0,2,-6.098080,9.236813,0.081529,-0.001259,-0.0442640.081538,-0.000112,-0.030202
0.556803,0,2,-4.045475,5.852504,0.096531,-0.002003,-0.0565170.098451,-0.000726,-0.044159
0.611824,0,2,-3.389265,2.889170,0.115527,-0.003224,-0.0736580.119212,-0.001820,-0.063106
0.651816,0,2,-3.853576,1.049769,0.131631,-0.004527,-0.0897510.133385,-0.002805,-0.077347
0.696813,0,2,-4.052978,-0.873749,0.146983,-0.006006,-0.1039270.148784,-0.004094,-0.091423
0.746791,0,2,-3.763253,-2.296790,0.163790,-0.007866,-0.1173400.165584,-0.005738,-0.104639
0.791797,0,2,-2.946886,-4.661965,0.179159,-0.009763,-0.1294380.180961,-0.007437,-0.116489
0.836825,0,2,-2.590501,-5.886806,0.195818,-0.012008,-0.1392430.197634,-0.009463,-0.126048
0.891847,0,2,-2.766240,-6.257910,0.210367,-0.014093,-0.1457640.213726,-0.011556,-0.132746
0.936768,0,2,-2.573479,-6.662884,0.224478,-0.016191,-0.1493750.227775,-0.013454,-0.135962
0.986810,0,2,-3.270379,-5.465173,0.240945,-0.018685,-0.1507270.242626,-0.015493,-0.136595
1.026833,0,2,-4.305485,-4.964695,0.252370,-0.020417,-0.1499740.255428,-0.017248,-0.135478
1.081788,0,2,-4.706022,-4.013998,0.266130,-0.022482,-0.1475570.270466,-0.019280,-0.132351
1.121816,0,2,-4.913216,-3.091100,0.279868,-0.024500,-0.1434600.280185,-0.020562,-0.129398
1.171805,0,2,-4.841073,-2.931038,0.292218,-0.026261,-0.1393820.293944,-0.022324,-0.124855
1.216780,0,2,-5.120410,-2.026319,0.304665,-0.027985,-0.1352030.306429,-0.023868,-0.120627
1.256767,0,2,-4.963427,-1.260980,0.316004,-0.029504,-0.1305960.317834,-0.025227,-0.115970
1.306749,0,2,-4.721605,-1.074899,0.330522,-0.031372,-0.1249050.332408,-0.026886,-0.110279
1.346749,0,2,-3.662836,-0.887039,0.342443,-0.032843,-0.1198940.344364,-0.028183,-0.105218
1.391751,0,2,-3.287116,-0.699179,0.355997,-0.034442,-0.1144160.357955,-0.029584,-0.099690
1.431769,0,2,-2.155047,-1.048156,0.368261,-0.035822,-0.1090040.370253,-0.030785,-0.094229
1.476765,0,2,-2.226036,-0.898435,0.381980,-0.037289,-0.1037210.383992,-0.032051,-0.089144
1.521737,0,2,-1.771537,-0.856015,0.395736,-0.038690,-0.0987350.397782,-0.033252,-0.084206
1.561765,0,2,-1.371000,-0.948694,0.407958,-0.039879,-0.0947090.410035,-0.034264,-0.080229
1.606761,0,2,-0.923138,-0.752995,0.421621,-0.041151,-0.0902670.423669,-0.035333,-0.075739
1.651772,0,2,-0.903804,-0.383336,0.433524,-0.042206,-0.0861470.437054,-0.036320,-0.071203
1.691775,0,2,-0.740184,-0.292436,0.446971,-0.043346,-0.0826480.449048,-0.037160,-0.068318
1.726759,0,2,-0.823870,-1.087351,0.457561,-0.044215,-0.0810180.459620,-0.037876,-0.066688
1.766759,0,2,-0.358982,0.329241,0.470761,-0.045262,-0.0764840.472864,-0.038732,-0.061858
1.811733,0,2,-0.315408,-0.405074,0.482975,-0.046181,-0.0737440.485105,-0.039476,-0.059364
1.851768,0,2,0.265774,-1.026751,0.495220,-0.047074,-0.0716960.497346,-0.040193,-0.057366
1.886730,0,2,0.096671,-0.372995,0.505791,-0.047823,-0.0694730.507912,-0.040789,-0.055193
1.921768,0,2,0.671216,-0.433595,0.516319,-0.048544,-0.0666080.520054,-0.041442,-0.051465
1.961727,0,2,1.451800,-0.151277,0.528664,-0.049345,-0.0621850.530820,-0.041979,-0.047559
