TimeStamp,fase,mode,right_torque,left_torque,x,y,th,xLC,y_LC,th_LC
0.056524,1,2,-1.175819,3.327614,0.002334,-0.000005,-0.0053080.002440,0.000029,0.009217
0.096539,1,2,-0.957309,1.820706,0.003344,-0.000008,-0.0021790.003343,0.000039,0.011899
0.131550,1,2,-1.864082,4.075866,0.004741,-0.000010,-0.0004290.005372,0.000065,0.014449
0.176558,1,2,-3.107951,6.553079,0.007701,-0.000007,0.0026280.008076,0.000108,0.016760
0.216547,1,2,-7.002653,10.717595,0.011348,0.000004,0.0029250.011752,0.000170,0.016960
0.271538,1,2,-9.700862,14.694468,0.016795,0.000018,0.0022590.018278,0.000278,0.016011
0.316534,1,2,-11.334087,17.000743,0.024266,0.000030,0.0010760.026438,0.000405,0.014443
0.366538,1,2,-10.109168,17.364691,0.035427,0.000027,-0.0016370.037958,0.000556,0.011833
0.411528,1,2,-7.689193,15.612885,0.047818,-0.000010,-0.0048290.050844,0.000690,0.008500
0.461534,1,2,-4.309899,13.506369,0.065383,-0.000135,-0.0102720.067073,0.000792,0.003285
0.511532,1,2,-2.337567,11.238818,0.081082,-0.000346,-0.0184120.084707,0.000777,-0.007151
0.556532,1,2,-0.734413,9.165145,0.096940,-0.000721,-0.0298610.098679,0.000616,-0.017243
0.601512,1,2,0.390148,4.901807,0.112784,-0.001301,-0.0463540.114634,0.000228,-0.034377
0.641510,1,2,3.342803,3.545426,0.125655,-0.001975,-0.0594280.131256,-0.000468,-0.049673
0.686530,1,2,6.468602,2.066067,0.146060,-0.003327,-0.0741760.147872,-0.001378,-0.062002
0.736522,1,2,8.318629,0.827328,0.164062,-0.004798,-0.0896990.165847,-0.002620,-0.077180
0.771526,1,2,8.624514,0.824826,0.177506,-0.006081,-0.1022200.177574,-0.003581,-0.088142
0.816519,1,2,8.712239,0.564247,0.190377,-0.007481,-0.1165780.192013,-0.004960,-0.104456
0.861543,1,2,8.267840,0.888984,0.203948,-0.009181,-0.1350290.205499,-0.006484,-0.123156
0.906730,1,2,7.101149,0.798807,0.216856,-0.011053,-0.1558630.218399,-0.008200,-0.144188
0.961521,1,2,6.181185,2.675957,0.230338,-0.013318,-0.1791600.233072,-0.010505,-0.169595
1.006517,1,2,4.212267,4.291471,0.241678,-0.015476,-0.1994210.244432,-0.012556,-0.189856
1.041518,1,2,3.860213,4.019497,0.253148,-0.017901,-0.2197780.253375,-0.014336,-0.205700
1.086525,1,2,2.448812,4.742414,0.262062,-0.019958,-0.2359190.264931,-0.016859,-0.226402
1.131499,1,2,1.441700,4.972694,0.272539,-0.022565,-0.2542120.276768,-0.019700,-0.247050
1.171514,1,2,0.629085,4.801235,0.284322,-0.025742,-0.2745630.287332,-0.022454,-0.264748
1.226503,1,2,0.409194,3.673021,0.300727,-0.030579,-0.3006310.302550,-0.026762,-0.288559
1.271524,1,2,0.674679,2.616804,0.313727,-0.034730,-0.3194780.315642,-0.030769,-0.307456
1.316513,1,2,-0.415542,1.283606,0.326844,-0.039193,-0.3388170.328840,-0.035085,-0.326893
1.356511,1,2,-0.725179,0.564247,0.338187,-0.043285,-0.3556100.341585,-0.039526,-0.345446
1.396513,1,2,-0.322045,0.591322,0.349156,-0.047442,-0.3704290.351166,-0.043035,-0.358111
1.436510,1,2,-0.348016,0.499699,0.361446,-0.052306,-0.3842890.363516,-0.047744,-0.371575
1.481493,1,2,-0.717676,0.234839,0.372362,-0.056780,-0.3948560.375920,-0.052654,-0.383455
1.531514,1,2,-1.641775,0.046422,0.387219,-0.063091,-0.4095150.389439,-0.058206,-0.396752
1.571508,1,2,-1.814317,-0.541154,0.396568,-0.067191,-0.4181260.398812,-0.062173,-0.405066
1.606505,1,2,-1.876689,-0.894352,0.407224,-0.071972,-0.4265190.409556,-0.066827,-0.413656
1.651516,1,2,-2.024166,-1.382202,0.416669,-0.076301,-0.4338410.420494,-0.071676,-0.421896
1.701492,1,2,-2.079834,-2.805772,0.431719,-0.083369,-0.4451320.434226,-0.077916,-0.432071
1.746503,1,2,-2.404808,-3.997490,0.445384,-0.089965,-0.4550090.447976,-0.084332,-0.441850
1.791490,1,2,-2.375954,-3.754126,0.456093,-0.095240,-0.4605800.458687,-0.089432,-0.447075
1.831486,1,2,-2.920686,-3.669168,0.467759,-0.101056,-0.4645040.469135,-0.094462,-0.450426
1.876505,1,2,-3.343007,-3.673492,0.476634,-0.105513,-0.4667400.480648,-0.100047,-0.453364
1.916498,1,2,-3.716946,-3.953242,0.488094,-0.111307,-0.4694310.490852,-0.105032,-0.455531
1.956502,1,2,-4.505919,-3.625257,0.496696,-0.115676,-0.4702370.501980,-0.110490,-0.456053
2.011509,1,2,-5.113023,-3.160823,0.511348,-0.123117,-0.4692690.514257,-0.116507,-0.455122
2.056483,1,2,-5.390802,-3.460037,0.523640,-0.129339,-0.4675950.526691,-0.122580,-0.453250
2.106677,1,2,-5.289513,-3.607978,0.535103,-0.135111,-0.4646990.539344,-0.128721,-0.449843
2.156495,1,2,-6.403976,-3.785497,0.546060,-0.140585,-0.4618600.551829,-0.134728,-0.446339
2.201496,1,2,-5.994781,-3.297862,0.560140,-0.147544,-0.4548200.563465,-0.140259,-0.439931
2.246494,1,2,-4.870507,-4.234660,0.570679,-0.152658,-0.4475390.575566,-0.145901,-0.431391
2.296480,1,2,-4.875990,-4.225042,0.584277,-0.159106,-0.4368490.587815,-0.151475,-0.421613
2.351492,1,2,-3.219591,-4.492405,0.599360,-0.166037,-0.4225290.602962,-0.158156,-0.406947
2.406517,1,2,-2.958434,-5.362543,0.614533,-0.172736,-0.4076650.619624,-0.165195,-0.390480
2.451492,1,2,-2.534811,-5.393566,0.625331,-0.177331,-0.3953890.630444,-0.169581,-0.378107
2.496489,1,2,-2.940254,-4.997887,0.637359,-0.182259,-0.3809210.642486,-0.174274,-0.363590
2.551495,1,2,-3.085688,-5.517258,0.653194,-0.188435,-0.3610570.658455,-0.180184,-0.343232
2.596486,1,2,-3.728047,-4.260006,0.665011,-0.192797,-0.3444680.668982,-0.183870,-0.328344
2.656503,1,2,-4.031047,-4.734464,0.679563,-0.197859,-0.3234400.685003,-0.189140,-0.305268
2.701498,1,2,-4.516423,-4.068588,0.694178,-0.202597,-0.3013740.698288,-0.193197,-0.285200
2.746485,1,2,-4.590874,-3.237313,0.704685,-0.205776,-0.2836210.708845,-0.196204,-0.267249
2.806477,1,2,-4.792008,-3.598411,0.719441,-0.209900,-0.2593300.726441,-0.200772,-0.238173
2.851466,1,2,-4.950722,-3.146413,0.733012,-0.213345,-0.2350580.737307,-0.203311,-0.218637
2.901482,1,2,-3.941012,-3.162091,0.747310,-0.216596,-0.2096890.753251,-0.206638,-0.190378
2.946479,1,2,-3.606559,-2.933591,0.758938,-0.218960,-0.1885120.764805,-0.208754,-0.169301
2.996479,1,2,-2.292696,-2.283393,0.775138,-0.221833,-0.1599040.781161,-0.211332,-0.140643
3.051480,1,2,-2.030385,-1.697353,0.789981,-0.224053,-0.1345800.797567,-0.213444,-0.112924
3.106458,1,2,-1.078389,-1.139834,0.806353,-0.226063,-0.1078010.813872,-0.215095,-0.086987
3.156477,1,2,-0.798476,0.037582,0.822424,-0.227625,-0.0836480.828397,-0.216220,-0.065081
3.201485,1,2,-0.608885,0.351646,0.835363,-0.228594,-0.0641370.841411,-0.216955,-0.045964
3.256473,1,2,-0.032609,0.419028,0.850010,-0.229403,-0.0449480.857497,-0.217541,-0.025816
3.296477,1,2,0.548573,1.059608,0.864712,-0.229955,-0.0282800.869336,-0.217780,-0.012303
3.351474,1,2,0.781161,1.540126,0.879318,-0.230245,-0.0103780.885417,-0.217831,0.006806
3.396470,1,2,1.918708,2.009247,0.894104,-0.230291,0.0058460.898700,-0.217653,0.021526
3.446453,1,2,1.412554,2.886166,0.907069,-0.230140,0.0184350.911706,-0.217300,0.033868
3.486467,1,2,0.108791,3.369909,0.919938,-0.229839,0.0282540.924418,-0.216809,0.042894
3.521470,1,2,-0.509328,4.066808,0.929259,-0.229558,0.0330800.933824,-0.216386,0.047919
3.571472,1,2,1.897935,1.899505,0.943110,-0.229053,0.0402420.947800,-0.215669,0.055232
3.616466,1,2,0.574834,2.581783,0.956714,-0.228469,0.0454240.961349,-0.214888,0.059869
3.656471,1,2,1.785103,0.668269,0.969384,-0.227877,0.0481200.975762,-0.214003,0.063134
3.706470,1,2,1.035972,1.515223,0.984781,-0.227106,0.0520410.990711,-0.213032,0.066604
3.751465,1,2,0.062043,0.409468,0.999407,-0.226337,0.0525401.003947,-0.212148,0.066589
3.796467,1,2,-0.991243,0.496087,1.011006,-0.225725,0.0530961.015581,-0.211369,0.067491
3.836445,1,2,-0.182089,-0.414693,1.023175,-0.225073,0.0539561.029281,-0.210440,0.068126
3.886443,1,2,-0.744514,-0.808593,1.038295,-0.224254,0.0544121.042860,-0.209512,0.068363
3.921492,1,2,-1.991143,-1.081293,1.048573,-0.223698,0.0536641.054582,-0.208713,0.067487
