TimeStamp,fase,mode,right_torque,left_torque,x,y,th,xLC,y_LC,th_LC
74.047073,2,2,-3.886563,3.378875,21.599219,-0.256271,-0.2397622.397254,0.276016,-0.200034,
74.082037,2,2,-4.047991,3.054876,21.611327,-0.259241,-0.2417162.409501,0.273523,-0.202087,
74.127038,2,2,-3.431136,1.671356,21.625191,-0.262676,-0.2440902.423504,0.270637,-0.204312,
74.167061,2,2,-3.796563,1.930401,21.637157,-0.265663,-0.2451062.435536,0.268139,-0.20528,
74.217035,2,2,-3.843992,2.076162,21.650491,-0.269001,-0.2455102.450418,0.265038,-0.205416,
74.252044,2,2,-4.395419,2.205685,21.663562,-0.272277,-0.2457202.462081,0.262605,-0.205944,
74.302025,2,2,-4.209991,1.854162,21.674986,-0.275147,-0.2464962.475064,0.259888,-0.206552,
74.342029,2,2,-4.726561,2.461207,21.687719,-0.278351,-0.2462662.486491,0.257494,-0.206292,
74.38204,2,2,-4.78599,2.495445,21.699145,-0.28122,-0.2455592.497949,0.2551,-0.205538,
74.422042,2,2,-5.505376,2.952279,21.710166,-0.283978,-0.2449582.509086,0.252782,-0.204886,
74.472052,2,2,-5.690142,3.365913,21.724101,-0.287454,-0.2437212.523179,0.249861,-0.203649,
74.512055,2,2,-4.774473,2.815843,21.735654,-0.290318,-0.2419252.536396,0.247145,-0.201238,
74.552041,2,2,-5.293507,3.887909,21.748628,-0.293501,-0.2391702.546517,0.24509,-0.199217,
74.59704,2,2,-3.918256,3.066763,21.760618,-0.296411,-0.2367262.561557,0.242075,-0.196236,
74.647047,2,2,-3.929913,2.585809,21.773971,-0.299619,-0.2348062.575073,0.2394,-0.194168,
74.692035,2,2,-3.886491,4.026872,21.789949,-0.303411,-0.2308212.589689,0.23655,-0.190501,
74.73207,2,2,-3.061456,3.602796,21.800457,-0.30587,-0.2284472.600259,0.234523,-0.188227,
74.777046,2,2,-3.799062,4.194639,21.814728,-0.309175,-0.2266632.613190,0.232069,-0.18671,
74.822034,2,2,-4.361519,5.032349,21.826078,-0.311785,-0.2252172.625992,0.229659,-0.185146,
74.857055,2,2,-4.734256,5.096076,21.835689,-0.313985,-0.2246362.635684,0.227847,-0.184565,
74.897037,2,2,-4.512671,5.608214,21.846693,-0.316492,-0.2232942.646810,0.225777,-0.183123,
74.94203,2,2,-4.834428,6.062713,21.859018,-0.319282,-0.2219332.659340,0.223464,-0.181909,
74.982029,2,2,-5.487175,7.102529,21.870293,-0.32182,-0.2206852.672006,0.221144,-0.180347,
75.022047,2,2,-5.469572,6.927512,21.882683,-0.324592,-0.2198182.681706,0.219379,-0.179865,
75.057043,2,2,-4.375023,5.676319,21.891542,-0.326572,-0.2199402.692100,0.217487,-0.179917,
75.09703,2,2,-5.010168,6.854792,21.903113,-0.329156,-0.2190842.703765,0.215369,-0.178962,
75.14203,2,2,-4.168406,6.594936,21.918073,-0.332475,-0.2176372.717383,0.212915,-0.177684,
75.187008,2,2,-4.186009,6.231336,21.930072,-0.335129,-0.2178132.731015,0.210467,-0.178036,
75.227033,2,2,-3.568467,5.981098,21.9421,-0.337794,-0.2181872.744646,0.208012,-0.178191,
75.272026,2,2,-2.993346,4.878903,21.954347,-0.340511,-0.2186082.757183,0.205751,-0.178757,
75.307016,2,2,-2.726706,5.237498,21.966711,-0.343259,-0.2185322.767919,0.203811,-0.178656,
75.342021,2,2,-2.48373,4.999379,21.978956,-0.345981,-0.2190512.778757,0.201852,-0.179098,
75.387032,2,2,-2.477092,4.464321,21.990922,-0.348648,-0.2197222.792311,0.199395,-0.179995,
75.427022,2,2,-2.361953,4.094662,22.002913,-0.351334,-0.2209872.804385,0.19719,-0.18121,
75.467031,2,2,-2.488635,4.421902,22.014537,-0.353948,-0.2215142.816162,0.19503,-0.181737,
75.50703,2,2,-2.506815,4.540599,22.026437,-0.356632,-0.2219892.828087,0.192837,-0.182065,
75.542002,2,2,-1.853491,3.589904,22.036946,-0.359007,-0.2226312.838756,0.190869,-0.182756,
75.587005,2,2,-2.554718,4.980477,22.05,-0.361965,-0.2229412.851814,0.188454,-0.183215,
75.632077,2,2,-3.19044,4.944117,22.062831,-0.364882,-0.2240952.864751,0.18605,-0.18427,
75.667033,2,2,-3.100117,4.778718,22.072852,-0.367169,-0.2248922.874884,0.184158,-0.185166,
75.702015,2,2,-3.033457,4.649679,22.083016,-0.3695,-0.2258862.885178,0.182226,-0.18601,
75.747022,2,2,-2.991037,4.936278,22.094612,-0.372166,-0.2262652.898272,0.17976,-0.186321,
75.787022,2,2,-2.671589,4.883517,22.107642,-0.375167,-0.2264272.909966,0.177554,-0.186602,
75.832068,2,2,-3.094057,4.813299,22.119177,-0.377829,-0.2273022.923146,0.175059,-0.187504,
75.867001,2,2,-3.034034,4.815078,22.130901,-0.380545,-0.2279272.933421,0.173107,-0.188102,
75.907027,2,2,-3.536442,4.930226,22.142242,-0.38318,-0.2287552.944843,0.170929,-0.188979,
75.94703,2,2,-3.609162,5.313785,22.153698,-0.385853,-0.2298782.956367,0.168719,-0.190004,
75.981998,2,2,-4.317028,5.568305,22.163486,-0.388147,-0.2307292.966238,0.166817,-0.190756,
76.027011,2,2,-4.390902,5.215046,22.176251,-0.391151,-0.2318332.979142,0.164318,-0.192156,
76.066992,2,2,-4.766045,5.695565,22.187509,-0.393814,-0.2328112.990468,0.162111,-0.192937,
76.107015,2,2,-4.609639,5.201147,22.198867,-0.39651,-0.2333423.001984,0.159858,-0.193368,
76.147017,2,2,-4.767199,5.281706,22.210473,-0.399271,-0.2338203.013734,0.157555,-0.193994,
76.192008,2,2,-4.670239,5.305946,22.222252,-0.402077,-0.2339993.027074,0.154934,-0.194103,
76.237012,2,2,-4.621759,4.434029,22.236935,-0.405581,-0.2347803.040398,0.152311,-0.195053,
76.276998,2,2,-3.871473,3.612371,22.249045,-0.408485,-0.2360913.052644,0.149884,-0.196265,
76.311992,2,2,-4.119356,3.918929,22.260949,-0.411353,-0.2368123.063136,0.147795,-0.196859,
76.351989,2,2,-3.490271,2.886951,22.271771,-0.413969,-0.2374503.075599,0.145305,-0.197623,
76.401982,2,2,-3.73151,3.120783,22.285347,-0.41726,-0.2383943.090781,0.142258,-0.198695,
76.447073,2,2,-4.118772,3.087981,22.300116,-0.420857,-0.2391243.104122,0.139567,-0.199249,
76.486985,2,2,-4.106075,3.001362,22.31172,-0.423688,-0.2393553.115816,0.137205,-0.199431,
76.52201,2,2,-4.149072,3.136461,22.321793,-0.426146,-0.2395583.125935,0.135159,-0.199486,
76.562001,2,2,-5.172056,3.905357,22.332842,-0.428846,-0.2398953.137039,0.132911,-0.199972,
76.606987,2,2,-5.722938,4.297477,22.345202,-0.431871,-0.2402143.149495,0.130385,-0.200242,
76.647008,2,2,-5.965914,4.790115,22.356003,-0.434516,-0.2398143.160393,0.128174,-0.199743,
76.686997,2,2,-6.989475,5.214314,22.366805,-0.437155,-0.2396113.172630,0.125698,-0.199966,
76.737,2,2,-7.425794,5.765773,22.381687,-0.440796,-0.2402403.184954,0.123199,-0.200287,
76.777012,2,2,-7.554208,5.386496,22.391523,-0.443209,-0.2407433.197717,0.120603,-0.200799,
76.822005,2,2,-7.596628,5.390777,22.404232,-0.446328,-0.2404643.212099,0.117678,-0.200498,
76.862009,2,2,-7.772945,5.612495,22.415804,-0.449165,-0.2402993.220893,0.115891,-0.200374,
76.917008,2,2,-6.865101,4.357021,22.432316,-0.453216,-0.2407083.239112,0.112185,-0.20076,
76.957019,2,2,-5.957834,3.024546,22.444688,-0.456256,-0.2409773.250110,0.109944,-0.2011,
77.001988,2,2,-6.004583,2.733667,22.458531,-0.459659,-0.2410773.264020,0.107108,-0.200904,
77.057015,2,2,-4.443992,1.50171,22.474214,-0.463507,-0.2403603.281549,0.103544,-0.20046,
77.096991,2,2,-4.6483,1.945145,22.488178,-0.466925,-0.2394693.293963,0.101029,-0.199395,
77.141987,2,2,-4.061058,1.462125,22.50213,-0.47033,-0.2391233.308011,0.09819,-0.199049,
77.191997,2,2,-4.319906,1.231846,22.515806,-0.473662,-0.2386323.323281,0.095112,-0.198241,
77.232042,2,2,-3.842321,1.417203,22.529166,-0.476902,-0.2371573.335288,0.092706,-0.197182,
77.272002,2,2,-3.907827,1.312405,22.539539,-0.479406,-0.2362683.347196,0.090334,-0.196075,
77.307001,2,2,-4.331449,1.905561,22.551125,-0.482191,-0.2352133.357368,0.088317,-0.194992,
77.341961,2,2,-3.769601,1.820721,22.561257,-0.484611,-0.2333883.367545,0.086315,-0.193119,
77.391981,2,2,-4.706591,3.547095,22.573499,-0.487503,-0.2302483.381308,0.083645,-0.18986,
77.432089,2,2,-4.579918,3.081205,22.586185,-0.490466,-0.2284863.392703,0.081464,-0.188266,
77.47199,2,2,-4.731418,3.761705,22.597341,-0.493052,-0.2269933.403909,0.079335,-0.186823,
77.516961,2,2,-4.882918,4.654304,22.609774,-0.495912,-0.2248403.416521,0.076964,-0.184619,
77.557023,2,2,-4.356852,4.139927,22.62135,-0.498548,-0.2228473.428164,0.0748,-0.182725,
77.591982,2,2,-4.489018,4.606547,22.631465,-0.500835,-0.2217643.438407,0.072913,-0.181691,
77.691961,2,2,-4.132055,4.483568,22.640207,-0.502802,-0.2207013.468101,0.067508,-0.17816,
77.736982,2,2,-3.696312,4.422968,22.672466,-0.509981,-0.2166853.481145,0.065169,-0.176444,
77.786975,2,2,-3.053375,3.959572,22.688691,-0.513546,-0.2163083.496155,0.062495,-0.176333,
77.836974,2,2,-3.622438,5.351927,22.70313,-0.516713,-0.2151643.512099,0.059664,-0.175269,
77.892152,2,2,-3.531538,5.590046,22.719272,-0.520238,-0.2144913.526906,0.057047,-0.174468,
77.931981,2,2,-3.92621,6.049593,22.732132,-0.523037,-0.2142603.538404,0.055021,-0.174307,
77.976978,2,2,-3.566261,5.931505,22.742146,-0.525217,-0.2144653.551438,0.052724,-0.17452,
78.016978,2,2,-3.914552,5.968229,22.755106,-0.528043,-0.2149743.564383,0.050438,-0.175031,
78.061974,2,2,-4.055325,6.463996,22.767744,-0.530803,-0.2150923.577253,0.048161,-0.175197,
78.106985,2,2,-4.398078,7.413753,22.780557,-0.533603,-0.2148133.590020,0.045901,-0.175018,
78.151969,2,2,-4.134893,6.521608,22.793501,-0.536431,-0.2155693.603126,0.04358,-0.175675,
78.197005,2,2,-4.055908,6.264544,22.806603,-0.539307,-0.2167693.616375,0.041218,-0.177121,
78.24196,2,2,-4.379133,6.379038,22.819716,-0.542201,-0.2178193.629638,0.038839,-0.178122,
78.286959,2,2,-3.964099,5.932235,22.834394,-0.545458,-0.2189963.642972,0.036432,-0.179171,
78.321962,2,2,-3.804964,5.863112,22.841804,-0.54711,-0.2198813.653453,0.034528,-0.180408,
78.361944,2,2,-3.725396,5.77922,22.855259,-0.550126,-0.2211243.664021,0.032596,-0.181249,
78.406969,2,2,-4.142435,5.910157,22.868199,-0.55304,-0.2221283.677052,0.030202,-0.182302,
78.441944,2,2,-4.124255,5.665978,22.878429,-0.555354,-0.2230223.688797,0.028032,-0.183225,
78.486955,2,2,-4.093955,6.116196,22.891393,-0.558299,-0.2239263.701853,0.025607,-0.184179,
78.532014,2,2,-4.741797,6.281595,22.902832,-0.56091,-0.2249513.714817,0.023184,-0.18553,
78.566978,2,2,-4.602417,6.316176,22.915687,-0.563858,-0.2260053.723444,0.021564,-0.186052,
78.601956,2,2,-4.548454,6.187137,22.924227,-0.565824,-0.2267743.733500,0.019668,-0.186899,
78.641955,2,2,-4.948413,6.475515,22.937063,-0.56879,-0.2275813.744999,0.01749,-0.187628,
78.681964,2,2,-5.86174,6.833054,22.946856,-0.571061,-0.2283323.757690,0.015075,-0.188488,
78.72196,2,2,-5.293833,7.192372,22.959687,-0.574048,-0.2290403.767816,0.01314,-0.189087,
78.761955,2,2,-5.149547,6.649475,22.971216,-0.57674,-0.2295203.779443,0.010911,-0.189567,
78.80195,2,2,-5.559895,7.123934,22.982833,-0.579454,-0.2296033.792633,0.00838,-0.189629,
78.846964,2,2,-4.798645,6.631295,22.996102,-0.582554,-0.2294153.807606,0.005507,-0.189517,
78.89195,2,2,-4.495069,6.808814,23.009648,-0.585717,-0.2293713.819691,0.00319,-0.189545,
78.941959,2,2,-4.482949,6.187137,23.022974,-0.588832,-0.2299733.834618,0.000323,-0.190176,
78.976951,2,2,-4.875116,6.419196,23.03618,-0.591929,-0.2309733.844961,-0.001672,-0.19102,
79.011955,2,2,-4.186009,5.791459,23.045016,-0.59401,-0.2316883.855375,-0.00369,-0.191912,
79.056954,2,2,-4.542971,5.750818,23.058319,-0.597154,-0.2325383.870266,-0.006588,-0.192839,
79.096934,2,2,-4.168406,5.661697,23.070071,-0.599942,-0.2333113.880633,-0.008616,-0.193485,
79.136955,2,2,-3.762387,5.28848,23.082057,-0.602792,-0.2334873.894358,-0.011305,-0.19349,
79.181952,2,2,-4.372715,5.114519,23.095617,-0.60602,-0.2344323.906430,-0.013676,-0.194704,
79.236955,2,2,-3.77393,4.81758,23.111959,-0.609937,-0.2358813.922901,-0.016936,-0.196005,
79.281926,2,2,-3.52547,4.209802,23.126985,-0.613554,-0.2367553.938074,-0.019955,-0.19683,
79.316937,2,2,-3.246711,3.711104,23.136102,-0.615755,-0.2371703.947315,-0.021799,-0.197294,
79.361927,2,2,-3.392151,3.569222,23.151109,-0.619386,-0.2378963.960895,-0.024516,-0.197943,
79.411955,2,2,-3.270379,3.789167,23.162951,-0.622257,-0.2377283.975756,-0.027496,-0.197734,
79.451941,2,2,-2.847911,3.693987,23.176136,-0.625451,-0.2373433.989117,-0.030171,-0.197447,
79.496927,2,2,-3.433422,3.984866,23.190648,-0.628962,-0.2375824.000785,-0.032505,-0.197629,
79.546964,2,2,-3.537019,4.083606,23.202113,-0.631735,-0.2370244.015207,-0.035388,-0.196932,
79.596949,2,2,-4.135805,5.361542,23.216016,-0.635087,-0.2359864.029116,-0.038156,-0.195896,
79.631963,2,2,-4.578762,5.884481,23.226859,-0.637691,-0.2351904.038685,-0.040052,-0.195267,
79.671957,2,2,-5.250267,6.293003,23.237584,-0.640262,-0.2352854.050874,-0.042463,-0.195392,
79.711937,2,2,-5.832027,6.376064,23.249841,-0.643201,-0.2356054.060500,-0.044369,-0.195652,
79.74695,2,2,-6.328947,6.899003,23.257895,-0.645137,-0.2361834.069978,-0.04625,-0.19631,
79.786956,2,2,-5.954959,6.507605,23.269186,-0.647856,-0.2364184.081473,-0.048537,-0.196593,
79.831938,2,2,-6.402244,6.388907,23.280548,-0.650599,-0.2376914.094479,-0.051135,-0.197893,
79.866931,2,2,-5.749496,5.367269,23.292535,-0.653507,-0.2384114.106469,-0.053543,-0.198763,
79.911915,2,2,-6.245828,5.381159,23.304181,-0.656346,-0.2399764.118322,-0.055941,-0.200376,
79.961915,2,2,-5.973129,4.723122,23.319103,-0.660007,-0.2413464.133510,-0.059034,-0.201497,
80.011934,2,2,-6.190134,4.318882,23.334269,-0.663746,-0.2425654.148635,-0.062132,-0.202817,
80.046935,2,2,-4.915516,3.494723,23.346315,-0.66673,-0.2426414.159380,-0.064342,-0.202616,
80.086935,2,2,-4.72708,3.223803,23.358712,-0.669795,-0.2419214.173331,-0.067204,-0.201975,
80.121916,2,2,-4.889545,3.266223,23.369145,-0.672368,-0.2415754.182403,-0.069059,-0.201402,
80.166927,2,2,-4.562306,3.114723,23.381212,-0.675335,-0.2406124.196094,-0.071848,-0.200369,
80.201907,2,2,-4.193801,3.009201,23.39315,-0.678259,-0.2398004.206536,-0.073966,-0.199727,
80.251936,2,2,-4.410806,3.227361,23.407786,-0.681834,-0.2392954.221407,-0.076974,-0.199073,
80.291906,2,2,-4.707168,3.22308,23.418052,-0.684334,-0.2383584.233073,-0.079323,-0.198266,
80.326925,2,2,-4.738045,3.430899,23.429397,-0.687089,-0.2379014.243108,-0.081338,-0.198026,
80.361909,2,2,-5.198027,3.636938,23.439314,-0.689494,-0.2376614.253054,-0.083334,-0.197688,
80.401906,2,2,-6.165894,5.219651,23.450196,-0.692126,-0.2365184.263989,-0.085518,-0.196397,
80.446934,2,2,-5.653104,4.608315,23.46276,-0.695147,-0.2353014.276767,-0.088054,-0.195229,
80.486912,2,2,-5.876746,4.802235,23.47413,-0.697868,-0.2343984.288177,-0.090305,-0.194425,
80.536904,2,2,-5.853083,4.31638,23.488215,-0.701231,-0.2344464.302518,-0.09313,-0.194521,
80.581909,2,2,-6.088268,4.475719,23.501541,-0.704414,-0.2343064.315901,-0.095766,-0.194283,
80.616918,2,2,-5.925226,4.635057,23.511686,-0.706832,-0.2336184.326180,-0.097785,-0.193446,
80.656919,2,2,-4.963996,3.551042,23.523718,-0.70969,-0.2326574.338390,-0.100172,-0.192632,
80.701918,2,2,-5.199182,3.80306,23.535853,-0.712562,-0.2322374.352118,-0.102847,-0.192241,
80.736925,2,2,-4.273158,3.66368,23.547874,-0.715401,-0.2310294.362697,-0.1049,-0.190807,
80.781915,2,2,-4.24228,3.433401,23.562954,-0.718935,-0.2293324.376388,-0.107535,-0.189378,
80.836926,2,2,-3.957461,3.788438,23.576301,-0.722038,-0.2275114.392827,-0.110668,-0.187318,
80.881896,2,2,-3.418122,3.397041,23.589826,-0.725164,-0.2265784.405021,-0.112976,-0.186504,
80.91691,2,2,-3.072709,3.659407,23.601747,-0.727904,-0.2250744.416984,-0.115224,-0.184803,
80.951901,2,2,-3.350891,4.172005,23.613279,-0.730533,-0.2230324.428612,-0.117387,-0.18286,
80.996902,2,2,-3.483057,4.192687,23.626262,-0.73347,-0.2220084.440227,-0.11953,-0.182055,
81.04191,2,2,-3.361857,4.447207,23.637726,-0.736052,-0.2210054.453187,-0.121909,-0.180983,
81.086889,2,2,-3.670917,4.370928,23.650331,-0.738885,-0.2214704.465954,-0.124248,-0.181545,
81.141904,2,2,-3.574534,5.054986,23.664827,-0.742142,-0.2203754.483196,-0.127401,-0.180315,
81.191891,2,2,-5.170912,5.389008,23.679833,-0.745511,-0.2218934.497084,-0.129946,-0.182147,
81.246947,2,2,-5.710252,6.077347,23.695112,-0.748967,-0.2229634.512429,-0.132781,-0.182921,
81.291887,2,2,-5.596843,6.285166,23.707888,-0.751864,-0.2232274.524011,-0.134925,-0.1835,
81.341897,2,2,-5.741706,6.083407,23.723804,-0.755494,-0.2247824.538570,-0.137641,-0.184828,
81.386903,2,2,-5.978046,5.825328,23.735226,-0.758111,-0.2259554.553095,-0.140366,-0.186355,
81.436912,2,2,-5.258627,5.388998,23.750054,-0.761524,-0.2262394.566544,-0.142901,-0.186265,
81.476901,2,2,-5.179847,5.614996,23.763347,-0.764585,-0.2264964.579948,-0.145428,-0.18672,
81.516891,2,2,-4.646568,4.400163,23.774033,-0.767052,-0.2275814.590813,-0.147485,-0.187605,
81.561891,2,2,-4.646568,4.552719,23.789162,-0.77056,-0.2284054.605981,-0.150371,-0.188628,
81.61189,2,2,-4.168406,4.3588,23.80271,-0.773713,-0.2287574.619659,-0.152984,-0.188832,
81.656906,2,2,-4.439952,4.20124,23.816126,-0.776839,-0.2290614.633189,-0.155572,-0.189136,
81.70188,2,2,-4.010269,4.04368,23.831032,-0.780316,-0.2292464.646704,-0.15816,-0.189293,
81.741895,2,2,-4.741797,4.648956,23.841261,-0.782704,-0.2294964.658420,-0.160406,-0.189771,
81.791897,2,2,-4.851454,3.993421,23.85531,-0.786007,-0.2323634.672707,-0.163173,-0.192438,
81.8419,2,2,-4.664748,4.473217,23.869783,-0.789429,-0.2318124.687202,-0.165992,-0.191838,
81.881892,2,2,-4.876271,3.999481,23.881335,-0.792156,-0.2321924.698971,-0.16828,-0.192316,
81.931912,2,2,-5.281713,4.124239,23.894431,-0.795258,-0.2331434.713506,-0.171117,-0.193249,
81.976891,2,2,-4.5271,4.626495,23.908799,-0.798669,-0.2323464.726586,-0.173673,-0.192274,
82.021872,2,2,-5.445332,4.895637,23.921461,-0.801661,-0.2320184.739357,-0.176157,-0.192045,
82.061871,2,2,-6.032574,4.845378,23.934123,-0.80465,-0.2319874.750685,-0.178357,-0.192034,
82.101886,2,2,-5.537387,4.669638,23.944272,-0.80705,-0.2323874.762380,-0.180634,-0.192364,
82.141869,2,2,-5.337407,4.992597,23.955955,-0.809814,-0.2322224.774193,-0.182934,-0.192297,
82.191869,2,2,-5.125885,4.487839,23.969288,-0.812966,-0.2317854.789145,-0.185842,-0.191741,
82.23689,2,2,-4.253823,3.737123,23.984391,-0.816527,-0.2311764.802934,-0.188516,-0.191151,
82.286867,2,2,-4.652628,3.831581,23.999408,-0.82006,-0.2311614.819611,-0.191743,-0.191411,
82.331873,2,2,-4.385989,3.66974,24.012963,-0.823251,-0.2311664.831663,-0.194076,-0.191341,
82.381881,2,2,-3.932067,3.6758,24.027671,-0.826717,-0.2311064.846572,-0.196966,-0.191033,
82.42188,2,2,-4.233919,3.919986,24.039388,-0.829469,-0.2305454.859774,-0.199514,-0.190649,
82.461875,2,2,-4.035093,3.970245,24.051032,-0.832202,-0.2301324.870045,-0.201495,-0.19006,
82.50689,2,2,-4.512102,4.571964,24.063892,-0.835209,-0.2289614.884430,-0.204254,-0.188671,
82.551872,2,2,-4.464199,4.735583,24.076844,-0.838219,-0.2275914.897448,-0.206733,-0.187648,
82.596876,2,2,-4.978145,5.133764,24.089373,-0.841119,-0.2272654.908653,-0.208859,-0.187194,
82.641874,2,2,-5.099922,5.640302,24.102094,-0.844057,-0.2264924.921541,-0.211296,-0.186519,
82.691879,2,2,-5.577507,6.002123,24.114715,-0.846964,-0.2262644.935639,-0.213954,-0.186222,
82.726874,2,2,-4.973816,5.356205,24.127539,-0.849916,-0.2263304.945755,-0.215861,-0.186376,
82.771856,2,2,-5.378104,5.035748,24.139192,-0.852603,-0.2272034.960395,-0.218628,-0.187407,
82.811874,2,2,-4.641093,4.750928,24.150858,-0.855303,-0.2276314.972248,-0.220878,-0.187735,
82.856859,2,2,-4.622913,4.441868,24.164219,-0.858401,-0.2281344.985736,-0.223444,-0.188386,
82.901857,2,2,-4.34473,4.261847,24.177636,-0.86152,-0.2287354.999281,-0.226029,-0.18874,
82.94688,2,2,-4.003156,4.183547,24.189504,-0.864283,-0.2284685.012842,-0.228619,-0.188747,
82.991856,2,2,-4.508833,4.497493,24.204543,-0.867783,-0.2286015.026359,-0.2312,-0.188409,
83.041854,2,2,-3.806132,3.335312,24.218034,-0.870919,-0.2285585.040111,-0.233824,-0.188858,
83.086852,2,2,-3.610273,3.282023,24.234549,-0.874763,-0.2285225.053671,-0.236414,-0.188569,
83.131849,2,2,-2.925933,3.297858,24.245234,-0.877247,-0.2280255.067352,-0.239022,-0.187685,
83.186867,2,2,-3.823328,3.997402,24.260967,-0.880885,-0.2270115.084736,-0.242313,-0.186996,
83.226859,2,2,-3.707036,4.370758,24.275298,-0.88419,-0.2262155.096195,-0.244476,-0.186093,
83.271848,2,2,-4.342995,5.177945,24.286487,-0.886762,-0.2252165.107419,-0.246586,-0.185194,
83.31687,2,2,-4.318512,5.413055,24.299038,-0.889635,-0.2250385.120119,-0.248964,-0.185065,
83.366865,2,2,-4.587818,5.135831,24.311968,-0.892597,-0.2255475.136105,-0.251962,-0.18583,
83.406861,2,2,-4.624542,5.588755,24.324736,-0.895529,-0.2256145.146017,-0.253824,-0.185493,
83.45686,2,2,-4.59999,5.8212,24.340504,-0.899143,-0.2249955.161946,-0.25681,-0.185071,
83.501842,2,2,-4.282562,5.365916,24.353494,-0.902115,-0.2248115.175030,-0.259258,-0.184838,
83.536846,2,2,-4.234562,5.196155,24.363632,-0.904433,-0.2248165.186801,-0.261459,-0.18497,
83.591864,2,2,-4.102563,5.757677,24.378245,-0.907775,-0.2247585.202996,-0.264488,-0.185039,
83.636842,2,2,-4.299991,5.160155,24.394423,-0.911478,-0.2250235.216360,-0.26699,-0.185049,
83.681838,2,2,-3.778563,5.068394,24.404722,-0.913834,-0.2249765.228189,-0.269203,-0.185081,
83.731837,2,2,-3.873992,5.020394,24.419422,-0.9172,-0.2252135.243056,-0.271988,-0.185268,
83.781854,2,2,-3.539135,4.957917,24.434268,-0.920604,-0.2255475.258026,-0.274798,-0.185701,
83.816835,2,2,-3.574564,5.221917,24.447445,-0.923629,-0.2257075.269883,-0.277025,-0.185831,
83.86185,2,2,-3.496564,5.131917,24.456307,-0.925665,-0.2260765.281695,-0.279248,-0.186308,
83.896837,2,2,-4.376848,5.283678,24.469248,-0.928645,-0.2267335.293181,-0.281416,-0.186987,
83.941835,2,2,-4.868199,6.216649,24.482011,-0.931594,-0.2274925.305948,-0.283836,-0.187599,
83.991838,2,2,-5.138088,5.919267,24.495796,-0.934789,-0.2281375.319893,-0.286488,-0.188392,
84.041848,2,2,-5.664459,6.520881,24.509694,-0.938022,-0.2289785.332553,-0.288906,-0.189153,
84.08687,2,2,-5.469766,6.539243,24.523883,-0.941335,-0.2295195.346863,-0.29165,-0.189694,
84.126846,2,2,-5.41468,6.505046,24.533936,-0.943685,-0.2299705.357090,-0.293615,-0.190045,
84.17185,2,2,-5.475886,6.180655,24.547114,-0.946772,-0.2302785.370322,-0.296162,-0.190353,
84.211844,2,2,-5.224942,5.981203,24.55886,-0.949527,-0.2305075.382227,-0.298457,-0.190681,
84.256879,2,2,-4.760943,5.67697,24.572285,-0.95268,-0.2306635.395753,-0.301068,-0.190886,
84.301841,2,2,-4.820983,5.15745,24.585576,-0.955806,-0.2317605.409173,-0.303666,-0.191934,
84.346843,2,2,-4.613466,4.828735,24.59774,-0.958681,-0.2326265.423032,-0.306364,-0.192876,
84.396846,2,2,-3.879579,4.271762,24.613054,-0.962318,-0.2338425.439936,-0.309678,-0.194023,
84.441854,2,2,-3.496332,3.389932,24.628277,-0.96595,-0.2346655.452273,-0.312106,-0.194739,
84.48684,2,2,-3.507298,3.220252,24.641862,-0.969203,-0.2356095.465992,-0.314819,-0.195634,
84.526843,2,2,-3.519995,3.671527,24.653929,-0.972103,-0.2359825.478105,-0.317223,-0.196205,
84.561836,2,2,-3.622438,3.544267,24.664316,-0.974603,-0.2360325.488570,-0.319303,-0.196108,
84.607055,2,2,-3.410338,3.738187,24.677331,-0.977732,-0.2357495.501714,-0.321913,-0.195774,
84.641833,2,2,-3.525478,3.598807,24.68756,-0.980189,-0.2354555.512003,-0.323953,-0.195481,
84.676837,2,2,-4.281824,4.720964,24.697381,-0.982543,-0.2348715.521853,-0.325901,-0.194799,
84.711841,2,2,-4.409084,4.602266,24.707131,-0.984875,-0.2344365.531658,-0.327834,-0.194562,
84.746841,2,2,-5.05635,5.581484,24.716648,-0.987146,-0.2341035.541288,-0.329729,-0.19413,
84.781815,2,2,-5.044807,5.590046,24.726283,-0.989442,-0.2337695.551007,-0.331638,-0.193796,
84.821831,2,2,-5.81385,5.977886,24.737188,-0.992037,-0.2335655.561978,-0.333789,-0.193592,
84.861845,2,2,-5.669564,5.909447,24.748313,-0.994683,-0.2333085.573229,-0.335994,-0.193434,
84.896845,2,2,-5.494401,5.772569,24.758167,-0.997025,-0.2334165.583213,-0.337949,-0.193392,
84.936842,2,2,-5.065282,6.21243,24.769804,-0.999788,-0.2328065.594951,-0.340245,-0.192782,
84.981834,2,2,-4.92042,5.621054,24.78299,-1.002912,-0.2322735.608311,-0.34285,-0.192347,
85.026836,2,2,-5.40897,5.562956,24.797564,-1.006361,-0.2325605.622966,-0.345706,-0.192586,
85.06681,2,2,-5.191965,5.352635,24.807902,-1.00881,-0.2327105.633408,-0.347743,-0.192687,
85.106813,2,2,-4.368961,4.896357,24.820065,-1.011693,-0.2327855.645750,-0.350152,-0.19281,
85.146849,2,2,-3.60598,4.129241,24.832388,-1.014615,-0.2328085.658210,-0.352586,-0.192635,
85.181822,2,2,-3.750265,3.912861,24.843266,-1.017192,-0.2327045.669138,-0.354718,-0.192778,
