TimeStamp,fase,mode,right_torque,left_torque,x,y,th,xLC,y_LC,th_LC
24.658041,0,2,-3.1662,3.559937,7.31393,0.027183,0.0100337.315630,0.130093,0.024282,
24.698041,0,2,-3.336456,3.2049,7.325409,0.027299,0.0101427.327241,0.130374,0.024047,
24.738041,0,2,-3.372816,3.50184,7.337113,0.027416,0.0100077.337472,0.13062,0.024089,
24.778041,0,2,-3.149751,3.655118,7.348878,0.027538,0.0107637.350675,0.130945,0.025162,
24.818039,0,2,-3.488533,3.538199,7.360672,0.027668,0.0110247.361071,0.131206,0.025058,
24.85303,0,2,-3.095211,3.378861,7.371176,0.027785,0.0113677.371542,0.13147,0.025499,
24.89305,0,2,-3.415813,3.756359,7.384457,0.027941,0.0121937.383334,0.131775,0.026255,
24.938017,0,2,-2.557027,2.769304,7.396746,0.028092,0.0123137.397210,0.132141,0.026199,
24.983057,0,2,-2.561932,2.599624,7.410805,0.028259,0.0115687.411205,0.132502,0.025651,
25.018034,0,2,-2.531632,2.260265,7.421518,0.028382,0.0112217.421930,0.132776,0.025255,
25.053037,0,2,-1.999508,1.702746,7.432471,0.0285,0.0104827.432865,0.133047,0.024466,
25.088042,0,2,-1.986815,1.197991,7.443409,0.028611,0.0096947.443860,0.133312,0.023481,
25.163033,1,2,-1.925638,0.870751,7.467896,0.028832,0.008153-0.281275,-0.005628,-0.084555,
25.203012,1,2,-1.235375,-0.011174,7.476855,0.028906,0.009018-0.269536,-0.006619,-0.083156,
25.238034,1,2,-1.102055,0.019459,7.487783,0.029018,0.012036-0.260065,-0.007397,-0.080207,
25.273043,1,2,-1.356575,-1.16402,7.49757,0.029149,0.015435-0.250322,-0.008166,-0.076759,
25.308053,1,2,-1.817712,-1.576823,7.508514,0.029339,0.020085-0.240785,-0.008883,-0.072623,
25.348027,1,2,-2.769132,-2.027765,7.516516,0.029515,0.024893-0.228859,-0.009712,-0.06514,
25.383009,1,2,-3.194486,-2.405987,7.524429,0.02973,0.030292-0.224902,-0.009967,-0.062415,
25.428032,1,2,-5.216218,-2.323649,7.538554,0.030231,0.041414-0.209561,-0.010839,-0.050386,
25.463041,1,2,-6.221024,-3.645452,7.546838,0.030597,0.047758-0.201383,-0.011229,-0.043895,
25.498037,1,2,-7.926771,-3.324272,7.556425,0.031091,0.056346-0.192917,-0.011574,-0.036362,
25.533039,1,2,-9.321725,-3.796952,7.56391,0.031537,0.064212-0.184192,-0.011858,-0.026996,
25.568025,1,2,-9.905191,-3.69359,7.572532,0.032132,0.075654-0.175551,-0.012049,-0.015455,
25.603041,1,2,-11.782632,-3.293631,7.580803,0.032799,0.086942-0.167298,-0.012137,-0.004117,
25.63803,1,2,-11.090351,-4.113508,7.590891,0.033741,0.101322-0.158354,-0.012126,0.008614,
25.678002,1,2,-11.569667,-3.853651,7.59747,0.034437,0.111697-0.151738,-0.012042,0.01899,
25.78301,1,2,-11.038119,-4.203351,7.602848,0.035058,0.120771-0.144988,-0.011885,0.030504,
25.883069,1,2,-9.352578,-2.223182,7.630777,0.03922,0.179157-0.118132,-0.010363,0.08645,
25.982998,1,2,-9.352578,-2.223182,7.630777,0.03922,0.179157-0.066141,-0.002552,0.218646,
26.083,1,2,-2.801733,-0.68717,7.681822,0.051811,0.311353-0.066141,-0.002552,0.218646,
26.142997,1,2,-1.239701,0.516988,7.717513,0.065198,0.408838-0.028119,0.00788,0.319066,
26.188005,1,2,-1.496529,0.329518,7.728392,0.070057,0.433131-0.016791,0.011762,0.343062,
26.233014,1,2,-3.977084,2.581332,7.738978,0.075083,0.455492-0.005852,0.015793,0.365028,
26.278002,1,2,-4.098861,3.717052,7.748342,0.07976,0.4733380.005165,0.020117,0.385512,
26.317997,1,2,-4.243723,6.013064,7.758786,0.085236,0.4951560.015897,0.024591,0.407378,
26.357991,1,2,-4.214001,7.506324,7.767796,0.090202,0.5141860.024239,0.028263,0.423722,
26.398005,1,2,-3.631665,8.343325,7.778308,0.096263,0.5336860.034046,0.032777,0.440978,
26.438,1,2,-2.692366,8.896229,7.787883,0.102014,0.5497110.044113,0.037618,0.457003,
26.477992,1,2,-2.13427,9.630211,7.796261,0.107214,0.5625050.055548,0.043348,0.473051,
26.523003,1,2,-1.126581,10.036953,7.808675,0.11516,0.5768980.067362,0.049481,0.485299,
26.562986,1,2,-0.766733,9.760362,7.81752,0.120951,0.5828780.076713,0.054443,0.490933,
26.602988,1,2,-0.033474,10.713559,7.827494,0.127564,0.5889270.087266,0.060119,0.496933,
26.647991,1,2,0.320314,9.814568,7.837605,0.134346,0.5928030.099327,0.06669,0.500237,
26.693,1,2,1.525674,9.257772,7.850596,0.143104,0.5938110.111769,0.073496,0.501372,
26.727995,1,2,2.32011,9.031774,7.861304,0.150334,0.5938410.121692,0.078932,0.501133,
26.767991,1,2,4.409074,8.335598,7.872385,0.157815,0.5933820.133417,0.085356,0.500675,
26.813002,1,2,4.625214,7.687902,7.882031,0.164306,0.5907240.146549,0.092516,0.497371,
26.847991,1,2,5.505644,7.346764,7.892992,0.171635,0.5869010.156681,0.097998,0.493574,
26.882998,1,2,5.785558,7.243744,7.903762,0.178756,0.5805040.167976,0.104033,0.487026,
26.922984,1,2,6.065471,6.775346,7.914317,0.185628,0.5725690.177745,0.109168,0.479861,
26.967992,1,2,5.208416,6.717248,7.924489,0.19212,0.5623020.191175,0.116059,0.467066,
27.002995,1,2,4.804705,6.662708,7.933299,0.197621,0.5523100.200375,0.120646,0.456429,
27.047994,1,2,3.763541,6.505148,7.944505,0.204429,0.5377070.212168,0.126343,0.441974,
27.092982,1,2,3.128397,6.022851,7.956951,0.211731,0.5211450.222611,0.131211,0.428437,
27.132977,1,2,2.110901,6.151903,7.965527,0.21659,0.5080300.232875,0.135818,0.413413,
27.177991,1,2,0.881875,5.796865,7.97666,0.222675,0.4901580.244561,0.140835,0.395443,
27.222975,1,2,0.39592,4.829767,7.988101,0.228659,0.4716470.256531,0.145715,0.376783,
27.267987,1,2,-0.402846,4.385607,7.999543,0.234379,0.4533310.268477,0.150332,0.358617,
27.307982,1,2,-0.647554,3.904365,8.011332,0.240006,0.4361080.279376,0.154331,0.3434,
27.342986,1,2,-1.192955,4.204864,8.019142,0.243607,0.4261400.288888,0.157679,0.331524,
27.382986,1,2,-1.138992,3.595305,8.031256,0.248997,0.4095610.301457,0.161901,0.315045,
27.43299,1,2,-1.189203,3.523642,8.043348,0.254143,0.3938710.313908,0.165861,0.299403,
27.467978,1,2,-1.709786,3.120123,8.052693,0.25797,0.3819460.325024,0.16922,0.285769,
27.502968,1,2,-1.848012,3.071643,8.063536,0.262252,0.3684610.334857,0.172056,0.274093,
27.54298,1,2,-1.952763,2.740122,8.073172,0.265918,0.3571320.346171,0.175168,0.26135,
27.577968,1,2,-2.236429,2.844921,8.084174,0.269954,0.3447350.356057,0.177762,0.250613,
27.61299,1,2,-2.228769,2.856502,8.093709,0.273331,0.3344420.365940,0.180246,0.239975,
27.647981,1,2,-2.498657,3.657569,8.103309,0.276617,0.3243470.375690,0.182587,0.230472,
27.687973,1,2,-2.816928,4.91768,8.113695,0.280063,0.3151040.386353,0.185043,0.221328,
27.727978,1,2,-2.169894,3.479006,8.123497,0.283217,0.3061980.398078,0.187625,0.210468,
27.762975,1,2,-2.627773,4.177819,8.134905,0.286762,0.2951390.408157,0.189736,0.201166,
27.797975,1,2,-2.120347,3.552453,8.144798,0.289726,0.2856400.418358,0.191772,0.19152,
27.832966,1,2,-2.083623,3.966126,8.154891,0.292647,0.2766380.430170,0.194008,0.181599,
27.872979,1,2,-2.119181,3.786832,8.166455,0.295875,0.2660750.440468,0.195856,0.172151,
27.912976,1,2,-1.893885,3.388994,8.178112,0.298992,0.2551160.452395,0.197869,0.160996,
27.947962,1,2,-1.141635,2.816185,8.18858,0.301675,0.2452280.463113,0.199564,0.151059,
27.987977,1,2,-1.294067,3.317343,8.201815,0.304912,0.2331050.475051,0.201324,0.140397,
28.02298,1,2,-0.94636,2.807538,8.210602,0.306965,0.2250220.485490,0.202755,0.131,
28.057976,1,2,-0.646451,2.3773,8.221044,0.309311,0.2156760.496092,0.204108,0.121605,
28.09296,1,2,-1.597765,3.449469,8.230965,0.311446,0.2065700.506094,0.205293,0.112449,
28.132958,1,2,-1.607339,3.67869,8.242183,0.31374,0.1958510.517523,0.206529,0.101779,
28.172968,1,2,-1.021252,3.149692,8.253868,0.316002,0.1853350.529339,0.207681,0.091362,
28.212973,1,2,-1.366094,3.747129,8.26531,0.318096,0.1754090.540927,0.208693,0.081337,
28.247958,1,2,-1.818861,4.038008,8.27519,0.319806,0.1658070.550879,0.209463,0.071685,
28.288022,1,2,-2.442463,4.042289,8.286403,0.321624,0.1544930.562229,0.210221,0.06042,
28.322956,1,2,-1.70603,3.476931,8.295131,0.322954,0.1466540.572660,0.210811,0.051516,
28.362985,1,2,-1.68785,3.361791,8.308428,0.324851,0.1353690.586031,0.211433,0.040082,
28.402963,1,2,-1.863013,3.129733,8.321819,0.326604,0.1234420.596547,0.211814,0.030734,
28.442959,1,2,-1.94843,2.822453,8.332281,0.327858,0.1138470.608624,0.212127,0.019825,
28.482957,1,2,-1.89995,2.287395,8.345931,0.329347,0.1021700.620809,0.212312,0.009462,
28.522965,1,2,-1.615708,2.509112,8.356448,0.330387,0.0939590.632892,0.212377,0.000136,
28.577946,1,2,-1.942947,2.450292,8.371306,0.33171,0.0824470.649247,0.212285,-0.012544,
28.617969,1,2,-2.264132,2.890177,8.385864,0.332843,0.0719690.660895,0.212097,-0.020739,
28.66295,1,2,-2.772595,3.243436,8.397337,0.333628,0.0637720.675328,0.21173,-0.031071,
28.702969,1,2,-2.621672,3.181057,8.408965,0.334328,0.0554770.686940,0.211328,-0.039168,
28.747949,1,2,-3.161012,3.328276,8.421901,0.334994,0.0461630.698458,0.210833,-0.047661,
28.802961,1,2,-3.457952,3.314377,8.436416,0.335595,0.0357330.715885,0.209902,-0.060078,
28.842944,1,2,-3.567609,2.456358,8.449738,0.336016,0.0261770.726253,0.209245,-0.067697,
28.887959,1,2,-3.924572,1.9377,8.463182,0.336308,0.0163250.741161,0.208161,-0.078418,
28.927953,1,2,-4.071167,1.888497,8.4751,0.336458,0.0079360.751562,0.20731,-0.08579,
28.962956,1,2,-4.30693,1.700637,8.48717,0.336512,0.0000430.763613,0.206232,-0.093682,
29.007946,1,2,-4.63417,1.427937,8.49915,0.33647,-0.0079500.775522,0.205071,-0.101527,
29.057946,1,2,-4.883207,1.029756,8.514083,0.33629,-0.0170390.790358,0.203496,-0.110666,
29.097943,1,2,-4.441981,0.744936,8.527757,0.336012,-0.0242670.802471,0.202117,-0.116975,
29.137943,1,2,-5.13281,0.651533,8.539584,0.335691,-0.0307790.814218,0.200702,-0.123486,
29.182935,1,2,-5.072787,0.566693,8.549986,0.335346,-0.0359750.827503,0.199012,-0.130075,
29.227937,1,2,-5.224864,0.441212,8.566306,0.334705,-0.0430180.842235,0.197042,-0.136248,
29.262956,1,2,-5.019979,0.57203,8.575342,0.334305,-0.0457110.852651,0.195599,-0.139416,
29.302934,1,2,-5.490927,0.618731,8.588706,0.333667,-0.0503720.864397,0.193929,-0.143455,
29.352933,1,2,-5.177539,0.622289,8.602129,0.332968,-0.0540430.877756,0.191977,-0.147224,
29.392939,1,2,-5.098759,0.49931,8.612583,0.332388,-0.0570630.891048,0.189982,-0.150895,
29.437933,1,2,-4.953896,0.482909,8.629102,0.331416,-0.0604440.902956,0.188158,-0.153152,
29.487962,1,2,-4.088472,0.220551,8.642938,0.330564,-0.0628240.918181,0.185789,-0.155659,
29.522938,1,2,-4.130315,0.276869,8.653734,0.329878,-0.0644050.928881,0.184103,-0.157388,
29.577934,1,2,-3.923698,-0.217548,8.670425,0.328777,-0.0676850.945368,0.18146,-0.160569,
29.622932,1,2,-3.597611,-0.19581,8.684107,0.327838,-0.0694740.958888,0.179259,-0.162408,
29.657942,1,2,-3.288552,-0.15339,8.694703,0.327094,-0.0708100.970836,0.177293,-0.163971,
29.697926,1,2,-3.324335,0.02235,8.70669,0.326236,-0.0723750.981197,0.175574,-0.165211,
29.732934,1,2,-3.826159,0.290768,8.71706,0.325479,-0.0736660.991452,0.173858,-0.166501,
29.767963,1,2,-3.766137,0.474347,8.727414,0.324709,-0.0749071.001660,0.172136,-0.167842,
29.802937,1,2,-3.536434,0.450107,8.737767,0.323926,-0.0760491.011926,0.170391,-0.168983,
29.837934,1,2,-2.88917,0.504647,8.749811,0.323002,-0.0768221.022368,0.168606,-0.16953,
29.872925,1,2,-3.46862,0.690727,8.758727,0.322313,-0.0778851.032674,0.166837,-0.170918,
29.90794,1,2,-3.347998,0.898546,8.768958,0.321508,-0.0791281.042669,0.165107,-0.171866,
29.942931,1,2,-3.808557,1.788641,8.780371,0.3206,-0.0795141.052574,0.163385,-0.172222,
29.977918,1,2,-3.313369,2.246698,8.789077,0.319907,-0.0792951.062598,0.161642,-0.171982,
30.02292,1,2,-3.735837,2.863037,8.802107,0.318873,-0.0789661.075491,0.159404,-0.171703,
30.062917,1,2,-2.659468,2.049943,8.813925,0.317938,-0.0790001.087245,0.157366,-0.171687,
30.102919,1,2,-3.166775,2.354721,8.825937,0.316986,-0.0791801.099088,0.155312,-0.172065,
30.142963,1,2,-2.912264,2.797108,8.837768,0.316045,-0.0795601.110752,0.153284,-0.172346,
30.18292,1,2,-2.658321,2.809228,8.849615,0.315099,-0.0798911.122460,0.151245,-0.172578,
30.222928,1,2,-2.349838,2.35723,8.861521,0.314142,-0.0806161.134285,0.149179,-0.173401,
30.25799,1,2,-1.956515,2.595349,8.872155,0.313281,-0.0810131.144749,0.147344,-0.173848,
30.292923,1,2,-2.282023,2.69053,8.882579,0.312433,-0.0816101.155079,0.145528,-0.174445,
30.332927,1,2,-1.9796,2.488771,8.893092,0.31157,-0.0823051.166901,0.143442,-0.17507,
30.367918,1,2,-1.846858,2.643829,8.905144,0.310573,-0.0831271.178912,0.141312,-0.176138,
30.40293,1,2,-1.610518,2.34511,8.915821,0.309679,-0.0838691.189444,0.139434,-0.177029,
30.442913,1,2,-1.47662,2.52085,8.927916,0.308656,-0.0848391.199857,0.137568,-0.177625,
30.47791,1,2,-1.657843,2.62387,8.938352,0.307768,-0.0852881.210165,0.135717,-0.178073,
30.517916,1,2,-1.71902,3.077647,8.950177,0.306753,-0.0859641.221861,0.133608,-0.178701,
30.567908,1,2,-1.4645,2.63599,8.963498,0.305602,-0.0864231.236405,0.130977,-0.179041,
30.607915,1,2,-1.422657,3.154648,8.976773,0.304451,-0.0866341.249620,0.128583,-0.179597,
30.647913,1,2,-1.519037,3.48972,8.988777,0.303405,-0.0872101.261475,0.126428,-0.180271,
30.692914,1,2,-1.137835,3.172821,9.003783,0.302083,-0.0883871.274803,0.123993,-0.181222,
30.742917,1,2,-0.895435,2.952882,9.017369,0.300873,-0.0893361.288203,0.121531,-0.182121,
30.782905,1,2,-1.203341,2.543305,9.029369,0.299795,-0.0901091.301484,0.119081,-0.182825,
30.822901,1,2,-1.5124,3.41094,9.04113,0.29873,-0.0905891.311635,0.117201,-0.183375,
30.872923,1,2,-1.608783,3.189222,9.054384,0.297519,-0.0917401.326194,0.114492,-0.184604,
30.917918,1,2,-1.458437,2.928642,9.069116,0.296158,-0.0926241.339262,0.112046,-0.185509,
30.962918,1,2,-2.026922,3.54248,9.082129,0.294943,-0.0935811.353492,0.10937,-0.186446,
31.007901,1,2,-1.622057,2.919024,9.095394,0.293693,-0.0945831.366746,0.106863,-0.187595,
31.052896,1,2,-1.912359,3.029883,9.107373,0.292552,-0.0955051.378465,0.104635,-0.18837,
31.092907,1,2,-1.749317,1.750169,9.120919,0.291245,-0.0974431.390474,0.102335,-0.190426,
31.14291,1,2,-1.840216,1.808267,9.13764,0.289589,-0.1001781.405438,0.099433,-0.192886,
31.1879,1,2,-1.417749,1.282828,9.150046,0.288336,-0.1012421.419206,0.096736,-0.194027,
31.222895,1,2,-1.634177,1.075009,9.162316,0.287086,-0.1021601.431322,0.094351,-0.194994,
31.262901,1,2,-1.422654,0.695009,9.173137,0.285972,-0.1033451.441949,0.092247,-0.19613,
31.312906,1,2,-1.628694,0.411968,9.189837,0.284231,-0.1045471.456914,0.089266,-0.197255,
31.36291,1,2,-1.526251,0.298608,9.203343,0.282814,-0.1045081.473189,0.086014,-0.197322,
31.412907,1,2,-1.979596,0.877865,9.218073,0.281268,-0.1046501.487654,0.083122,-0.197168,
31.462888,1,2,-2.7723,1.418983,9.232565,0.27975,-0.1041031.501797,0.0803,-0.196524,
31.502924,1,2,-3.203137,1.632861,9.243834,0.278576,-0.1036001.512939,0.078083,-0.19612,
31.542907,1,2,-3.603096,1.935861,9.256627,0.277249,-0.1029781.522771,0.076131,-0.195685,
31.597904,1,2,-3.875795,2.182541,9.269345,0.275939,-0.1025051.538126,0.073093,-0.195123,
31.642906,1,2,-4.22785,2.390359,9.282258,0.274612,-0.1023751.550889,0.070571,-0.195092,
31.677924,1,2,-4.27633,2.198941,9.293887,0.273418,-0.1020651.563831,0.068017,-0.194465,
31.722908,1,2,-4.119924,1.766903,9.307144,0.272064,-0.1014861.575551,0.06571,-0.194004,
31.762905,1,2,-3.877525,1.833563,9.320761,0.270683,-0.1006051.586022,0.063656,-0.193313,
31.807898,1,2,-3.762385,1.663883,9.332901,0.269464,-0.0993981.599530,0.06102,-0.191986,
31.847882,1,2,-3.248441,1.007626,9.346699,0.268092,-0.0988121.613157,0.058375,-0.191448,
31.892904,1,2,-2.48546,0.466508,9.359245,0.266855,-0.0976491.626993,0.055702,-0.189919,
31.932904,1,2,-1.977575,0.586985,9.371658,0.265646,-0.0960431.640820,0.053054,-0.188142,
31.977881,1,2,-2.254026,0.768784,9.385539,0.264322,-0.0941201.651452,0.051038,-0.186559,
32.017875,1,2,-1.787984,0.433706,9.394744,0.263459,-0.0927071.659019,0.049614,-0.185415,
32.052878,1,2,-1.787984,0.433706,9.394744,0.263459,-0.0927071.659019,0.049614,-0.185415,
32.087884,1,2,-1.848007,0.819043,9.412888,0.261795,-0.0902801.676931,0.046278,-0.182988,
32.12288,1,2,-1.793467,0.667544,9.430932,0.260184,-0.0879041.694748,0.043003,-0.180612,
32.157877,1,2,-2.091185,1.499,9.439783,0.259408,-0.0867931.704877,0.041159,-0.179283,
32.197882,1,2,-2.024461,0.887846,9.452896,0.258276,-0.0855731.716441,0.03907,-0.17828,
32.242892,1,2,-2.610121,1.63614,9.465921,0.257167,-0.0843541.730726,0.036506,-0.176943,
32.282879,1,2,-2.671892,2.276092,9.477406,0.256203,-0.0830081.742088,0.034482,-0.175449,
32.322876,1,2,-2.556217,1.923726,9.487637,0.255358,-0.0816801.753631,0.032443,-0.17415,
32.367878,1,2,-2.543979,2.352044,9.502207,0.254172,-0.0805891.765160,0.030419,-0.173296,
32.402878,1,2,-2.507849,2.352044,9.512499,0.253346,-0.0793581.776782,0.028392,-0.171848,
32.442878,1,2,-2.067875,1.889539,9.524528,0.252397,-0.0782031.788715,0.026326,-0.170741,
32.477876,1,2,-1.969391,2.295178,9.535047,0.251577,-0.0773161.799098,0.02454,-0.169805,
32.512873,1,2,-1.883728,2.615154,9.545551,0.250769,-0.0761821.809498,0.022763,-0.16872,
32.557869,1,2,-1.455992,1.771485,9.559214,0.249734,-0.0750531.823036,0.020464,-0.16769,
32.592868,1,2,-1.308557,2.240109,9.569855,0.248937,-0.0742631.833528,0.018692,-0.1669,
32.632874,1,2,-0.90871,2.229241,9.583549,0.247923,-0.0734311.847114,0.016408,-0.166018,
32.67287,1,2,-1.126292,2.089862,9.594161,0.247146,-0.0725421.857565,0.014661,-0.165081,
32.717876,1,2,-0.647553,1.740884,9.609322,0.246046,-0.0723821.872544,0.012165,-0.165069,
32.757869,1,2,-0.471813,1.680284,9.619815,0.245287,-0.0720891.882921,0.010438,-0.164677,
32.807871,1,2,-0.641493,2.35222,9.633211,0.244323,-0.0712611.897593,0.008004,-0.16373,
32.847868,1,2,-0.834258,2.191102,9.648076,0.243267,-0.0708081.909393,0.006057,-0.163516,
32.897878,1,2,-0.550593,2.63098,9.661399,0.242325,-0.0701291.923979,0.003654,-0.162768,
32.947886,1,2,-0.973638,2.653441,9.677537,0.2412,-0.0690161.939974,0.001036,-0.161654,
32.987895,1,2,-0.925158,3.206678,9.687823,0.240491,-0.0685281.950179,-0.000625,-0.161264,
33.037875,1,2,-0.900918,3.521798,9.700954,0.239597,-0.0673081.964580,-0.002957,-0.159777,
33.077874,1,2,-0.834258,3.738178,9.715494,0.238623,-0.0664641.977514,-0.005038,-0.159152,
33.122874,1,2,-1.650625,4.180557,9.726873,0.237865,-0.0668011.990197,-0.007075,-0.159568,
33.16787,1,2,-1.203918,3.98486,9.740048,0.236981,-0.0671132.001841,-0.008951,-0.1599,
33.20787,1,2,-1.70026,4.313878,9.751711,0.236195,-0.0675952.013351,-0.010809,-0.160283,
33.252855,1,2,-1.936599,4.513858,9.764676,0.235316,-0.0679102.026193,-0.012888,-0.160746,
33.297854,1,2,-1.760859,4.4194,9.778,0.234407,-0.0683192.039406,-0.015031,-0.161056,
33.34287,1,2,-1.809339,4.31638,9.792939,0.233379,-0.0693982.052719,-0.0172,-0.162106,
33.387859,1,2,-1.827519,4.38304,9.803312,0.232656,-0.0700952.067394,-0.019605,-0.162939,
33.437851,1,2,-1.477194,3.720722,9.818384,0.231591,-0.0712222.080895,-0.021833,-0.164332,
33.477854,1,2,-1.634177,3.593462,9.832048,0.230608,-0.0725652.092899,-0.023829,-0.165302,
33.517852,1,2,-1.459014,3.577061,9.844155,0.229724,-0.0732392.106337,-0.026076,-0.166102,
33.557856,1,2,-1.228735,3.667961,9.856216,0.228836,-0.0737642.116784,-0.02783,-0.166649,
33.607846,1,2,-1.343875,3.625541,9.871091,0.227733,-0.0743492.131507,-0.030308,-0.167085,
33.652873,1,2,-1.26452,3.337169,9.884558,0.226728,-0.0747562.144824,-0.032556,-0.167492,
33.697861,1,2,-1.337817,3.669747,9.899552,0.225602,-0.0751422.158154,-0.034813,-0.16785,
33.737844,1,2,-1.518463,3.722507,9.909936,0.224819,-0.0754932.169886,-0.036803,-0.168328,
33.772844,1,2,-1.524523,3.538928,9.92029,0.224033,-0.0761412.181543,-0.038786,-0.168759,
33.822865,1,2,-1.93112,4.511364,9.934788,0.222928,-0.0760882.194442,-0.040984,-0.168974,
33.867867,1,2,-2.293565,4.245446,9.949466,0.221805,-0.0766272.207503,-0.043214,-0.169335,
33.91784,1,2,-2.0705,4.295705,9.961315,0.220892,-0.0771552.222100,-0.045715,-0.169971,
33.962862,1,2,-2.905048,4.334567,9.975721,0.219773,-0.0782912.234906,-0.047919,-0.171077,
33.997854,1,2,-2.894082,4.610825,9.987343,0.218856,-0.0791682.244944,-0.049657,-0.171876,
34.037839,1,2,-2.972862,4.116407,9.997648,0.218033,-0.0803612.256577,-0.051684,-0.173246,
34.082846,1,2,-2.749219,3.884348,10.011078,0.216942,-0.0817572.271429,-0.054295,-0.174669,
34.122833,1,2,-3.082519,3.936386,10.0247,0.215818,-0.0830022.281860,-0.05614,-0.17571,
34.162847,1,2,-2.585595,2.453128,10.03551,0.214913,-0.0844842.294090,-0.058321,-0.177417,
34.197835,1,2,-2.15043,2.268827,10.046512,0.213974,-0.0860132.305002,-0.060284,-0.178896,
34.232843,1,2,-2.27163,2.042105,10.05747,0.213023,-0.0869992.315780,-0.062239,-0.179833,
34.267834,1,2,-1.829828,1.008349,10.06856,0.212051,-0.0878342.328297,-0.06452,-0.180745,
34.317832,1,2,-0.957767,0.243011,10.084404,0.21065,-0.0885042.340829,-0.066813,-0.181212,
34.357833,1,2,-1.223829,0.345308,10.098396,0.209411,-0.0880142.354646,-0.069342,-0.180722,
34.402832,1,2,-0.697187,0.347087,10.109129,0.208466,-0.0873712.368213,-0.071817,-0.17979,
34.437846,1,2,-1.960839,1.382623,10.122257,0.207325,-0.0861012.378211,-0.073629,-0.178809,
34.48784,1,2,-1.405629,1.535901,10.133861,0.206327,-0.0847542.393942,-0.076461,-0.176957,
34.532849,1,2,-2.179576,2.36612,10.147964,0.205143,-0.0826302.406429,-0.07868,-0.174853,
34.577827,1,2,-2.518935,2.663059,10.159332,0.204209,-0.0812862.417618,-0.080652,-0.173757,
34.617904,1,2,-3.24498,3.426618,10.171973,0.203187,-0.0799742.428750,-0.082599,-0.172464,
34.662829,1,2,-2.973434,3.07764,10.184973,0.202152,-0.0791522.441672,-0.084845,-0.171888,
34.707837,1,2,-3.148597,3.808397,10.196657,0.201227,-0.0785452.454582,-0.087081,-0.170866,
34.757824,1,2,-2.369744,3.172821,10.212741,0.199973,-0.0772842.469179,-0.089592,-0.170019,
34.797823,1,2,-2.755275,3.324321,10.224876,0.199036,-0.0768692.481072,-0.09163,-0.169457,
34.832836,1,2,-2.677649,3.558158,10.235245,0.19824,-0.0762802.491382,-0.093392,-0.168868,
34.867839,1,2,-1.994025,2.863762,10.246048,0.197415,-0.0760322.502077,-0.095215,-0.168669,
34.902841,1,2,-1.581946,1.814327,10.256897,0.196589,-0.0759312.512817,-0.097044,-0.168617,
34.937832,1,2,-1.98681,2.871601,10.267566,0.195779,-0.0753392.523322,-0.09883,-0.167976,
34.972818,1,2,-1.592911,2.480203,10.279867,0.194854,-0.0748722.533990,-0.100637,-0.16758,
35.022819,1,2,-1.284429,2.275943,10.293546,0.193835,-0.0737932.549025,-0.103171,-0.166479,
35.057909,1,2,-1.217769,3.002419,10.304068,0.19306,-0.0730042.559371,-0.104906,-0.165593,
35.092822,1,2,-1.670537,3.200619,10.314291,0.192316,-0.0723192.569496,-0.106595,-0.164957,
35.132817,1,2,-1.446894,3.114,10.32604,0.191467,-0.0720082.581072,-0.108519,-0.164696,
35.172819,1,2,-2.161396,3.370299,10.337625,0.190631,-0.0720462.593965,-0.110664,-0.164862,
35.207819,1,2,-2.506238,3.582398,10.344869,0.190108,-0.0719462.602625,-0.112103,-0.164592,
35.242833,1,2,-2.941403,4.091437,10.356408,0.189277,-0.0720332.611093,-0.11351,-0.164771,
35.277828,1,2,-2.566838,3.480101,10.365104,0.188648,-0.0724572.624118,-0.115679,-0.165281,
35.327812,1,2,-3.287399,3.950279,10.38239,0.187391,-0.0726632.636788,-0.117793,-0.1654,
35.367822,1,2,-2.803755,3.617702,10.395679,0.186422,-0.0731712.650049,-0.120009,-0.165907,
35.417818,1,2,-2.986131,4.335616,10.410376,0.185344,-0.0730672.664509,-0.12243,-0.165655,
35.462809,1,2,-2.979494,3.789161,10.423771,0.184365,-0.0730302.676305,-0.124402,-0.165737,
35.512825,1,2,-2.774032,3.76064,10.438811,0.183263,-0.0732672.692644,-0.127138,-0.166003,
35.552807,1,2,-2.31405,3.094764,10.449526,0.182476,-0.0734152.704735,-0.129164,-0.166081,
35.602811,1,2,-2.066167,2.791765,10.463145,0.181473,-0.0737212.718349,-0.131449,-0.166781,
35.647822,1,2,-2.083193,2.488765,10.477255,0.180424,-0.0746632.732199,-0.133785,-0.167279,
35.68282,1,2,-2.065594,2.827407,10.489302,0.179524,-0.0742492.742586,-0.135538,-0.166936,
35.727811,1,2,-1.828677,2.545089,10.50301,0.178506,-0.0742572.756156,-0.137824,-0.166895,
35.777831,1,2,-1.212288,2.243868,10.519861,0.177254,-0.0739252.771324,-0.140378,-0.166633,
35.822812,1,2,-1.598397,2.627427,10.531908,0.176363,-0.0737092.784776,-0.142639,-0.166395,
35.867804,1,2,-1.126294,2.031768,10.545722,0.175345,-0.0732712.799813,-0.145161,-0.166086,
35.917815,1,2,-1.241434,2.404986,10.559131,0.174361,-0.0732832.814642,-0.147646,-0.16578,
35.962802,1,2,-1.113597,2.457747,10.574173,0.173261,-0.0726302.826484,-0.149624,-0.165318,
