0.014927,0.000013,0.002500,2.480592,0.017910,0.001047
0.094664,0.000281,0.004984,0.263584,0.029467,0.005410
0.192855,0.000528,-0.002379,0.241784,0.026964,0.014137
0.282022,0.001991,0.019124,0.397984,0.016661,0.020769
0.357753,0.004028,0.033429,0.492188,0.013665,0.021817
0.444178,0.005946,0.020184,0.428458,0.015542,0.021817
0.530460,0.007220,0.006262,0.492188,0.013665,0.016406
0.615942,0.008307,0.012285,0.583853,0.011714,0.009774
0.697393,0.009136,0.006796,0.637055,0.010856,0.002094
0.781422,0.009220,0.001375,0.785388,0.009133,6.282138
0.865467,0.009059,6.280874,0.976576,0.007794,6.281091
0.928203,0.009085,6.287112,1.257173,0.006789,0.002094
0.987672,0.009315,0.005303,1.257173,0.006789,0.004363
1.054670,0.009721,0.007510,1.257173,0.006789,0.008726
1.116415,0.010351,0.011566,1.410032,0.006542,0.012043
1.177171,0.011169,0.014772,1.570796,0.005411,0.014137
1.231658,0.012018,0.017042,1.731560,0.006542,0.017453
1.283200,0.012974,0.019383,1.731560,0.006542,0.019548
1.345671,0.014216,0.019819,1.731560,0.006542,0.019548
1.400872,0.015227,0.015971,1.884419,0.006789,0.019548
1.457690,0.016173,0.014256,2.120653,0.006346,0.015184
1.509338,0.016885,0.012310,2.249464,0.006951,0.010821
1.561342,0.017341,0.006019,2.120653,0.006346,0.005410
1.614922,0.017594,0.004985,2.120653,0.006346,0.004363
1.669613,0.017880,0.005338,2.249464,0.006951,0.005410
1.724796,0.018161,0.005301,2.356202,0.007652,0.005410
1.778256,0.018514,0.007659,2.444211,0.008425,0.006458
1.836566,0.018981,0.008911,2.527834,0.009394,0.006458
1.891488,0.019365,0.007485,2.444211,0.008425,0.007679
1.956004,0.019924,0.009857,2.444211,0.008425,0.008726
2.037308,0.020694,0.010898,2.527834,0.009394,0.008726
2.118126,0.021241,0.002521,2.442413,0.010034,0.007679
2.194930,0.021255,-0.007985,2.442413,0.010034,6.277775
2.259114,0.020419,6.261322,2.442413,0.010034,6.262416
2.326131,0.018534,6.249513,2.442413,0.010034,6.247232
2.389254,0.016104,6.240922,2.356209,0.010860,6.236236
2.454399,0.012897,6.234954,2.442413,0.010034,6.230825
2.517620,0.009865,6.239825,2.442413,0.010034,6.239552
2.585303,0.007262,6.250782,2.586610,0.010268,6.251595
2.646904,0.005722,6.265480,2.412760,0.013103,6.266779
2.709935,0.005047,6.278104,2.527834,0.009394,6.279869
2.778605,0.005149,6.288980,2.444211,0.008425,0.009774
2.849018,0.005962,0.012168,2.442413,0.010034,0.020769
2.920851,0.007404,0.019860,2.504538,0.010856,0.021817
2.983844,0.008808,0.023283,2.419955,0.011624,0.021817
3.046603,0.010081,0.017881,2.504538,0.010856,0.017453
3.109196,0.010993,0.011187,2.610583,0.012752,0.010821
3.181897,0.011469,0.003284,2.719361,0.013202,0.004363
3.243715,0.011675,0.002101,2.683318,0.014596,6.282138
3.307674,0.011472,6.279256,2.743609,0.016661,6.277775
3.369874,0.011348,6.285920,2.713134,0.015542,0.002094
3.431639,0.011652,0.007658,2.743609,0.016661,0.009774
3.496512,0.012498,0.016464,2.727127,0.019068,0.018501
3.558555,0.013805,0.022730,2.776098,0.015137,0.021817
3.622780,0.015289,0.024387,2.719361,0.013202,0.026180
3.687521,0.017036,0.027568,2.719361,0.013202,0.030543
3.749113,0.018886,0.029319,2.719361,0.013202,0.031590
3.819370,0.021069,0.030119,2.649404,0.013665,0.030543
3.897911,0.023313,0.026095,2.531956,0.013412,0.026180
3.985897,0.025122,0.013468,2.475644,0.012430,0.018501
4.066294,0.026342,0.014321,2.557740,0.011714,0.009774
4.144452,0.026598,-0.007658,2.475644,0.012430,6.283185
4.228715,0.025696,6.262802,2.514551,0.014872,6.263638
4.310615,0.023414,6.247289,2.588597,0.016614,6.244963
4.389532,0.020095,6.238389,2.574906,0.018205,6.234142
4.468144,0.016096,6.231132,2.574906,0.018205,6.225415
4.552949,0.011250,6.229412,2.652783,0.018582,6.223146
4.617825,0.007684,6.233106,2.727127,0.019068,6.227509
4.680350,0.004542,6.238730,2.727127,0.019068,6.239552
4.744641,0.002210,6.255053,2.787248,0.018610,6.255958
4.808512,0.000921,6.269720,2.766634,0.017631,6.272190
4.874882,0.000413,6.278153,2.787248,0.018610,0.003316
4.943763,0.000851,0.010151,2.805796,0.019595,0.012043
4.997078,0.001514,0.011070,2.823065,0.017275,0.012043
6.065798,2.066997,-0.014485,2.701542,0.043408,0.003316
6.126357,2.065794,-0.036907,2.723578,0.042972,6.222099
6.188681,2.062245,6.238569,2.762137,0.035326,6.221052
6.248503,2.059895,6.270584,2.766136,0.032831,6.271143
6.308041,2.060708,6.320622,2.784870,0.031478,0.050091
6.360338,2.064184,0.080664,2.757868,0.029363,0.097040
6.411966,2.069707,0.114777,2.710654,0.026318,0.122173
6.486111,2.079201,0.129422,2.693404,0.025370,0.136310
6.571975,2.090812,0.132847,2.737691,0.024865,0.141721
6.650817,2.102344,0.150908,2.753631,0.025831,0.142943
6.728487,2.113913,0.151671,2.720468,0.023906,0.142943
6.820309,2.127335,0.146634,2.737691,0.024865,0.145037
6.905112,2.139786,0.148548,2.817609,0.024119,0.148353
6.985360,2.151977,0.151167,2.830889,0.025114,0.153764
7.067315,2.165073,0.164030,2.753631,0.025831,0.166853
8.172633,-0.073493,0.025137,-2.737691,0.024865,0.014137
8.243687,-0.070395,0.059786,-2.805796,0.019595,0.097040
8.310884,-0.064421,0.074433,-2.881676,0.016976,0.108036
8.374500,-0.059254,0.048382,-2.964251,0.018795,0.051313
8.435694,-0.057935,-0.006985,-3.085056,0.018530,6.265732
8.498519,-0.060281,6.227170,3.141593,0.018500,6.202377
8.558376,-0.066202,6.168886,3.141593,0.019548,6.153333
8.622601,-0.075026,6.142981,3.141593,0.016406,6.133785
8.687299,-0.084752,6.133347,3.141593,0.017453,6.127153
8.753037,-0.095105,6.125985,3.141593,0.017453,6.127153
8.813384,-0.104647,6.126220,3.141593,0.016406,6.129422
8.875148,-0.114206,6.129842,3.077855,0.016439,6.132563
8.937724,-0.123658,6.133835,3.073522,0.015395,6.134832
8.999103,-0.132786,6.136486,3.014631,0.016539,6.135880
9.062613,-0.142301,6.130771,3.014631,0.016539,6.131516
9.128756,-0.152927,6.113609,3.014631,0.016539,6.116332
9.207710,-0.167673,6.079704,3.014631,0.016539,6.082472
9.281537,-0.183821,6.054856,2.942170,0.016738,6.046519
9.341828,-0.198930,6.028457,2.953850,0.017765,6.021386
9.401590,-0.215252,6.013329,2.953850,0.017765,6.004980
9.468795,-0.234652,6.001225,3.022176,0.017578,5.991890
9.529169,-0.252501,6.002768,2.953850,0.017765,5.997475
9.591513,-0.270122,6.018678,3.022176,0.017578,6.021386
9.649935,-0.285240,6.039665,3.022176,0.017578,6.047566
9.710563,-0.299127,6.068244,2.942170,0.016738,6.071477
9.772911,-0.312159,6.081571,2.802921,0.016284,6.093293
9.840059,-0.324947,6.095664,2.823065,0.017275,6.108652
9.898319,-0.335281,6.106062,2.911205,0.014521,6.110747
9.953065,-0.344956,6.106629,2.911205,0.014521,6.100973
10.008760,-0.355272,6.097363,2.842246,0.014795,6.085789
